MT-ND1	mt-Nd1
PPP4R3C	Ppp4r3c1
BMP15	Bmp15
DMAC2	Dmac2
C4orf17	4930579F01Rik
DPF3	Dpf3
DDTL	Ddt
TNFRSF13C	Tnfrsf13c
MIOX	Miox
MTTP	Mttp
RNU6-1193P	Gm22279
RNU6-1193P	Gm54642
C4orf51	1700011L22Rik
RNU6-1082P	Gm26071
LAMA1	Lama1
CDKN2A	Cdkn2a
RNU6-128P	Gm25801
LIPK	Lipk
GCM2	Gcm2
ANGPT4	Angpt4
RNU6-1298P	Gm23229
DSPP	Dspp
SFMBT2	Sfmbt2
OR11G2	Or11g1
SNORA20	Snora20
SNORA29	Gm26130
PEX39	Pex39
NGB	Ngb
PTCRA	Ptcra
LKAAEAR1	Lkaaear1
RNU6-663P	Gm26122
RNASE3	Ear14
RNASE3	Ear1
RNASE3	Ear10
RNASE3	Ear2
RNASE3	Rnase2b
RNASE3	Rnase2a
RNASE3	Ear6
TGM5	Tgm5
TMEM249	Tmem249
TRAV8-1	Trav9-4
TRAV8-1	Trav9n-3
TRAV8-1	Trav9-2
TRAV8-1	Trav9d-2
TRAV8-1	Trav9-1
TRAV8-1	Trav9n-2
TRAV8-1	Trav9d-1
TRAV8-1	Trav9n-4
TRAV8-1	Trav9d-4
TRAV8-1	Trav9d-3
TRAV9-1	Trav6d-5
TRAV9-1	Trav6-5
TRAV9-1	Trav6n-5
TRAV10	Trav11d
TRAV10	Trav11
TRAV12-1	Trav7n-5
TRAV12-1	Trav7d-6
TRAV12-1	Trav7n-4
TRAV12-1	Trav7n-6
TRAV12-1	Trav7d-5
TRAV12-1	Trav7-5
TRAV12-1	Trav7-6
TRAV12-1	Trav7d-3
TRAV12-1	Trav7-2
TRAV12-1	Trav7d-4
TRAV12-1	Trav7-4
TRAV12-1	Trav7-1
TRAV12-1	Trav7-3
TRAV12-1	Trav7d-2
MEA1	Mea1
RNU6-197P	Gm54684
TRAV8-3	Trav9-4
TRAV8-3	Trav9n-3
TRAV8-3	Trav9-2
TRAV8-3	Trav9d-2
TRAV8-3	Trav9-1
TRAV8-3	Trav9n-2
TRAV8-3	Trav9d-1
TRAV8-3	Trav9n-4
TRAV8-3	Trav9d-4
TRAV8-3	Trav9d-3
ZNF418	Zfy2
ZNF418	Zfy1
TRAV13-1	Trav5-4
TRAV13-1	Trav5-1
TRAV13-1	Trav5d-4
TRAV13-1	Trav10
TRAV13-1	Trav5n-4
TRAV13-1	Trav10d
TRAV13-1	Trav10n
TRAV12-2	Trav7n-5
TRAV12-2	Trav7d-6
TRAV12-2	Trav7n-4
TRAV12-2	Trav7n-6
TRAV12-2	Trav7d-5
TRAV12-2	Trav7-5
TRAV12-2	Trav7-6
TRAV12-2	Trav7d-3
TRAV12-2	Trav7-2
TRAV12-2	Trav7d-4
TRAV12-2	Trav7-4
TRAV12-2	Trav7-1
TRAV12-2	Trav7-3
TRAV12-2	Trav7d-2
EPGN	Epgn
TRAV13-2	Trav5-4
TRAV13-2	Trav5-1
TRAV13-2	Trav5d-4
TRAV13-2	Trav10
TRAV13-2	Trav5n-4
TRAV13-2	Trav10d
TRAV13-2	Trav10n
CIMIP2B	Cimip2b
TRAV9-2	Trav6d-7
TRAV9-2	Trav6-1
TRAV9-2	Trav6-7-dv9
TRAV9-2	Trav6-6
TRAV9-2	Trav6-2
TRAV9-2	Trav6n-7
TRAV9-2	Trav6-3
TRAV9-2	Trav6n-6
TRAV9-2	Trav6d-6
TRAV9-2	Trav6d-3
TRAV9-2	Trav6d-4
TRAV9-2	Trav6-4
ASMT	Asmt
TRAV12-3	Trav7n-5
TRAV12-3	Trav7d-6
TRAV12-3	Trav7n-4
TRAV12-3	Trav7n-6
TRAV12-3	Trav7d-5
TRAV12-3	Trav7-5
TRAV12-3	Trav7-6
TRAV12-3	Trav7d-3
TRAV12-3	Trav7-2
TRAV12-3	Trav7d-4
TRAV12-3	Trav7-4
TRAV12-3	Trav7-1
TRAV12-3	Trav7-3
TRAV12-3	Trav7d-2
TRAV17	Trav8n-2
TRAV17	Trav8d-2
TRAV17	Trav8d-1
TRAV17	Trav8-1
TRAV18	Trav12n-2
TRAV18	Trav12d-3
TRAV18	Trav12n-3
TRAV18	Trav12n-1
TRAV18	Trav12-1
TRAV18	Trav12-3
TRAV18	Trav12d-2
TRAV18	Trav12d-1
TRAV18	Trav12-2
OR4M2	Or4m1
TRAV19	Trav16n
TRAV19	Trav16d-dv11
TRAV19	Trav16
ATP10A	Atp10a
CARD10	Card10
PTTG1IP	Pttg1ip
KHDC1L	Khdc1b
KHDC1L	Khdc1c
KHDC1L	Khdc1a
TRAV22	Trav13-5
TRAV22	Trav13d-1
TRAV22	Trav13n-4
TRAV22	Trav13-4-dv7
TRAV22	Trav13-2
TRAV22	Trav13d-3
TRAV22	Trav13d-4
TRAV22	Trav13n-3
TRAV22	Trav13d-2
TRAV22	Trav13n-1
TRAV22	Trav13n-2
TRAV22	Trav13-1
TRAV23DV6	Trav14d-1
TRAV23DV6	Trav14-1
TRAV23DV6	Trav14n-3
TRAV23DV6	Trav14d-2
TRAV23DV6	Trav14-2
TRAV23DV6	Trav14-3
TRAV23DV6	Trav14d-3-dv8
TRAV23DV6	Trav14n-2
TRAV23DV6	Trav14n-1
TRDV1	Trav15n-1
TRDV1	Trav15-2-dv6-2
TRDV1	Trav15n-2
TRDV1	Trav15-1-dv6-1
TRDV1	Trav15d-2-dv6d-2
TRDV1	Trav15d-1-dv6d-1
U2AF1L4	U2af1l4
SNORD62	Gm24920
SNORD62	Gm25632
DPPA5	Dppa5a
RLN2	Rln1
AGO2	Ago2
KHDC3L	Khdc3
TRAV27	Trav18
TRAV29DV5	Trav19
RLN1	Rln1
GUCA1B	Guca1b
TRAV34	Trdv1
CD274	Cd274
TRAV38-1	Trdv2-2
CRYBG1	Crybg1
TRAV38-2DV8	Trdv2-2
TRAV39	Trav23
RBBP8P1	Gm61610
CXCL9	Cxcl9
RNU6-867P	Gm25143
CXCL10	Cxcl10
IGHM	Ighm
CRYZL1	Cryzl1
IFNK	Ifnk
RNU6-271P	Gm24713
RNU6-271P	Gm23355
RNU6-271P	Gm25448
RNU6-527P	Gm25141
RNU6-117P	Gm22965
TBATA	Tbata
DCUN1D2	Dcun1d2
MIR876	Mir876
MIR873	Mir873b
ZNF414	Zfp414
NOX3	Nox3
LINGO2	Lingo2
TLX1	Tlx1
STBD1	Stbd1
SHC3	Shc3
MIR151A	Mir151
RNU6-1133P	Gm55087
CALHM1	Calhm1
SYNGR4	Syngr4
C6orf15	2300002M23Rik
MIR302D	Mir302d
CALHM3	Calhm3
MIR302C	Mir302c
KNSTRN	Knstrn
ZNF705D	Zfp78
SGCG	Sgcg
ARSJ	Arsj
IGHV1-2	Ighv1-18
IGHV1-2	Ighv1-78
IGHV1-2	Ighv15-2
IGHV1-2	Ighv1-22
IGHV1-2	Ighv1-39
IGHV1-2	Ighv1-76
IGHV1-2	Ighv1-72
IGHV1-2	Ighv1-64
IGHV1-2	Ighv1-34
IGHV1-2	Ighv1-67
IGHV1-2	Ighv1-80
IGHV1-2	Ighv1-77
IGHV1-2	Ighv1-26
IGHV1-2	Ighv1-53
IGHV1-2	Ighv1-5
IGHV1-2	Ighv1-9
IGHV1-2	Ighv14-4
IGHV1-2	Ighv1-62-1
IGHV1-2	Ighv1-4
IGHV1-2	Ighv1-63
IGHV1-2	Ighv1-19
IGHV1-2	Ighv1-82
IGHV1-2	Ighv1-71
IGHV1-2	Ighv1-49
IGHV1-2	Ighv1-62-2
IGHV1-2	Ighv1-55
IGHV1-2	Ighv1-61
IGHV1-2	Ighv1-24
IGHV1-2	Ighv1-42
IGHV1-2	Ighv1-52
IGHV1-2	Ighv1-84
IGHV1-2	Ighv1-31
IGHV1-2	Ighv14-1
IGHV1-2	Ighv1-11
IGHV1-2	Ighv1-15
IGHV1-2	Ighv1-69
IGHV1-2	Ighv1-43
IGHV1-2	Ighv1-56
IGHV1-2	Ighv1-59
IGHV1-2	Ighv1-37
IGHV1-2	Ighv1-81
IGHV1-2	Ighv1-20
IGHV1-2	Ighv1-66
IGHV1-2	Ighv1-75
IGHV1-2	Ighv1-7
IGHV1-2	Ighv1-62-3
IGHV1-2	Ighv1-23
IGHV1-2	Ighv1-36
IGHV1-2	Ighv1-12
IGHV1-2	Ighv14-3
IGHV1-2	Ighv1-16
IGHV1-2	Ighv1-47
IGHV1-2	Ighv1-54
IGHV1-2	Ighv1-85
IGHV1-2	Ighv1-58
IGHV1-2	Ighv1-74
IGHV1-2	Ighv1-50
IGHV1-2	Ighv14-2
FGF20	Fgf20
IGHV1-3	Ighv1-18
IGHV1-3	Ighv1-78
IGHV1-3	Ighv15-2
IGHV1-3	Ighv1-22
IGHV1-3	Ighv1-39
IGHV1-3	Ighv1-76
IGHV1-3	Ighv1-72
IGHV1-3	Ighv1-64
IGHV1-3	Ighv1-34
IGHV1-3	Ighv1-67
IGHV1-3	Ighv1-80
IGHV1-3	Ighv1-77
IGHV1-3	Ighv1-26
IGHV1-3	Ighv1-53
IGHV1-3	Ighv1-5
IGHV1-3	Ighv1-9
IGHV1-3	Ighv14-4
IGHV1-3	Ighv1-62-1
IGHV1-3	Ighv1-4
IGHV1-3	Ighv1-63
IGHV1-3	Ighv1-19
IGHV1-3	Ighv1-82
IGHV1-3	Ighv1-71
IGHV1-3	Ighv1-49
IGHV1-3	Ighv1-62-2
IGHV1-3	Ighv1-55
IGHV1-3	Ighv1-61
IGHV1-3	Ighv1-24
IGHV1-3	Ighv1-42
IGHV1-3	Ighv1-52
IGHV1-3	Ighv1-84
IGHV1-3	Ighv1-31
IGHV1-3	Ighv14-1
IGHV1-3	Ighv1-11
IGHV1-3	Ighv1-15
IGHV1-3	Ighv1-69
IGHV1-3	Ighv1-43
IGHV1-3	Ighv1-56
IGHV1-3	Ighv1-59
IGHV1-3	Ighv1-37
IGHV1-3	Ighv1-81
IGHV1-3	Ighv1-20
IGHV1-3	Ighv1-66
IGHV1-3	Ighv1-75
IGHV1-3	Ighv1-7
IGHV1-3	Ighv1-62-3
IGHV1-3	Ighv1-23
IGHV1-3	Ighv1-36
IGHV1-3	Ighv1-12
IGHV1-3	Ighv14-3
IGHV1-3	Ighv1-16
IGHV1-3	Ighv1-47
IGHV1-3	Ighv1-54
IGHV1-3	Ighv1-85
IGHV1-3	Ighv1-58
IGHV1-3	Ighv1-74
IGHV1-3	Ighv1-50
IGHV1-3	Ighv14-2
KCNJ14	Kcnj14
OPN4	Opn4
IGHV7-4-1	Ighv9-2
IGHV7-4-1	Ighv9-4
IGHV7-4-1	Ighv9-3
IGHV7-4-1	Ighv9-1
DMP1	Dmp1
IGHV2-5	Ighv8-8
IGHV2-5	Ighv8-5
IGHV2-5	Ighv8-12
IGHV2-5	Ighv8-11
IGHV2-5	Ighv8-4
IGHV2-5	Ighv8-9
IGHV2-5	Ighv8-2
IGHV2-5	Ighv8-13
IGHV2-5	Ighv8-6
RN7SKP225	Gm56172
CDSN	Cdsn
OR13C3	Or13c3
PSORS1C2	Psors1c2
OR13D1	Or13d1
SULT2B1	Sult2b1
LRRC69	Lrrc69
RN7SKP202	Gm54931
ATOH7	Atoh7
PRR18	Prr18
SNORA70	Gm22942
ADH7	Adh7
IGHV1-69	Ighv1-18
IGHV1-69	Ighv1-78
IGHV1-69	Ighv15-2
IGHV1-69	Ighv1-22
IGHV1-69	Ighv1-39
IGHV1-69	Ighv1-76
IGHV1-69	Ighv1-72
IGHV1-69	Ighv1-64
IGHV1-69	Ighv1-34
IGHV1-69	Ighv1-67
IGHV1-69	Ighv1-80
IGHV1-69	Ighv1-77
IGHV1-69	Ighv1-26
IGHV1-69	Ighv1-53
IGHV1-69	Ighv1-5
IGHV1-69	Ighv1-9
IGHV1-69	Ighv14-4
IGHV1-69	Ighv1-62-1
IGHV1-69	Ighv1-4
IGHV1-69	Ighv1-63
IGHV1-69	Ighv1-19
IGHV1-69	Ighv1-82
IGHV1-69	Ighv1-71
IGHV1-69	Ighv1-49
IGHV1-69	Ighv1-62-2
IGHV1-69	Ighv1-55
IGHV1-69	Ighv1-61
IGHV1-69	Ighv1-24
IGHV1-69	Ighv1-42
IGHV1-69	Ighv1-52
IGHV1-69	Ighv1-84
IGHV1-69	Ighv1-31
IGHV1-69	Ighv14-1
IGHV1-69	Ighv1-11
IGHV1-69	Ighv1-15
IGHV1-69	Ighv1-69
IGHV1-69	Ighv1-43
IGHV1-69	Ighv1-56
IGHV1-69	Ighv1-59
IGHV1-69	Ighv1-37
IGHV1-69	Ighv1-81
IGHV1-69	Ighv1-20
IGHV1-69	Ighv1-66
IGHV1-69	Ighv1-75
IGHV1-69	Ighv1-7
IGHV1-69	Ighv1-62-3
IGHV1-69	Ighv1-23
IGHV1-69	Ighv1-36
IGHV1-69	Ighv1-12
IGHV1-69	Ighv14-3
IGHV1-69	Ighv1-16
IGHV1-69	Ighv1-47
IGHV1-69	Ighv1-54
IGHV1-69	Ighv1-85
IGHV1-69	Ighv1-58
IGHV1-69	Ighv1-74
IGHV1-69	Ighv1-50
IGHV1-69	Ighv14-2
TACR2	Tacr2
IGHV2-70D	Ighv8-8
IGHV2-70D	Ighv8-5
IGHV2-70D	Ighv8-12
IGHV2-70D	Ighv8-11
IGHV2-70D	Ighv8-4
IGHV2-70D	Ighv8-9
IGHV2-70D	Ighv8-2
IGHV2-70D	Ighv8-13
IGHV2-70D	Ighv8-6
CILK1	Cilk1
APBA1	Apba1
SPACA4	Spaca4
IGHV1-69-2	Ighv1-18
IGHV1-69-2	Ighv1-78
IGHV1-69-2	Ighv15-2
IGHV1-69-2	Ighv1-22
IGHV1-69-2	Ighv1-39
IGHV1-69-2	Ighv1-76
IGHV1-69-2	Ighv1-72
IGHV1-69-2	Ighv1-64
IGHV1-69-2	Ighv1-34
IGHV1-69-2	Ighv1-67
IGHV1-69-2	Ighv1-80
IGHV1-69-2	Ighv1-77
IGHV1-69-2	Ighv1-26
IGHV1-69-2	Ighv1-53
IGHV1-69-2	Ighv1-5
IGHV1-69-2	Ighv1-9
IGHV1-69-2	Ighv14-4
IGHV1-69-2	Ighv1-62-1
IGHV1-69-2	Ighv1-4
IGHV1-69-2	Ighv1-63
IGHV1-69-2	Ighv1-19
IGHV1-69-2	Ighv1-82
IGHV1-69-2	Ighv1-71
IGHV1-69-2	Ighv1-49
IGHV1-69-2	Ighv1-62-2
IGHV1-69-2	Ighv1-55
IGHV1-69-2	Ighv1-61
IGHV1-69-2	Ighv1-24
IGHV1-69-2	Ighv1-42
IGHV1-69-2	Ighv1-52
IGHV1-69-2	Ighv1-84
IGHV1-69-2	Ighv1-31
IGHV1-69-2	Ighv14-1
IGHV1-69-2	Ighv1-11
IGHV1-69-2	Ighv1-15
IGHV1-69-2	Ighv1-69
IGHV1-69-2	Ighv1-43
IGHV1-69-2	Ighv1-56
IGHV1-69-2	Ighv1-59
IGHV1-69-2	Ighv1-37
IGHV1-69-2	Ighv1-81
IGHV1-69-2	Ighv1-20
IGHV1-69-2	Ighv1-66
IGHV1-69-2	Ighv1-75
IGHV1-69-2	Ighv1-7
IGHV1-69-2	Ighv1-62-3
IGHV1-69-2	Ighv1-23
IGHV1-69-2	Ighv1-36
IGHV1-69-2	Ighv1-12
IGHV1-69-2	Ighv14-3
IGHV1-69-2	Ighv1-16
IGHV1-69-2	Ighv1-47
IGHV1-69-2	Ighv1-54
IGHV1-69-2	Ighv1-85
IGHV1-69-2	Ighv1-58
IGHV1-69-2	Ighv1-74
IGHV1-69-2	Ighv1-50
IGHV1-69-2	Ighv14-2
DBP	Dbp
IGHV1-69D	Ighv1-18
IGHV1-69D	Ighv1-78
IGHV1-69D	Ighv15-2
IGHV1-69D	Ighv1-22
IGHV1-69D	Ighv1-39
IGHV1-69D	Ighv1-76
IGHV1-69D	Ighv1-72
IGHV1-69D	Ighv1-64
IGHV1-69D	Ighv1-34
IGHV1-69D	Ighv1-67
IGHV1-69D	Ighv1-80
IGHV1-69D	Ighv1-77
IGHV1-69D	Ighv1-26
IGHV1-69D	Ighv1-53
IGHV1-69D	Ighv1-5
IGHV1-69D	Ighv1-9
IGHV1-69D	Ighv14-4
IGHV1-69D	Ighv1-62-1
IGHV1-69D	Ighv1-4
IGHV1-69D	Ighv1-63
IGHV1-69D	Ighv1-19
IGHV1-69D	Ighv1-82
IGHV1-69D	Ighv1-71
IGHV1-69D	Ighv1-49
IGHV1-69D	Ighv1-62-2
IGHV1-69D	Ighv1-55
IGHV1-69D	Ighv1-61
IGHV1-69D	Ighv1-24
IGHV1-69D	Ighv1-42
IGHV1-69D	Ighv1-52
IGHV1-69D	Ighv1-84
IGHV1-69D	Ighv1-31
IGHV1-69D	Ighv14-1
IGHV1-69D	Ighv1-11
IGHV1-69D	Ighv1-15
IGHV1-69D	Ighv1-69
IGHV1-69D	Ighv1-43
IGHV1-69D	Ighv1-56
IGHV1-69D	Ighv1-59
IGHV1-69D	Ighv1-37
IGHV1-69D	Ighv1-81
IGHV1-69D	Ighv1-20
IGHV1-69D	Ighv1-66
IGHV1-69D	Ighv1-75
IGHV1-69D	Ighv1-7
IGHV1-69D	Ighv1-62-3
IGHV1-69D	Ighv1-23
IGHV1-69D	Ighv1-36
IGHV1-69D	Ighv1-12
IGHV1-69D	Ighv14-3
IGHV1-69D	Ighv1-16
IGHV1-69D	Ighv1-47
IGHV1-69D	Ighv1-54
IGHV1-69D	Ighv1-85
IGHV1-69D	Ighv1-58
IGHV1-69D	Ighv1-74
IGHV1-69D	Ighv1-50
IGHV1-69D	Ighv14-2
IGHV2-70	Ighv8-8
IGHV2-70	Ighv8-5
IGHV2-70	Ighv8-12
IGHV2-70	Ighv8-11
IGHV2-70	Ighv8-4
IGHV2-70	Ighv8-9
IGHV2-70	Ighv8-2
IGHV2-70	Ighv8-13
IGHV2-70	Ighv8-6
IGHV3-72	Ighv7-1
IGHV3-72	Ighv7-4
IGHV3-72	Ighv7-2
IGHV3-72	Ighv7-3
RNU6-665P	Gm23302
CEBPD	Cebpd
IGHV3-73	Ighv7-1
IGHV3-73	Ighv7-4
IGHV3-73	Ighv7-2
IGHV3-73	Ighv7-3
CAMK1D	Camk1d
IGHV7-81	Ighv9-2
IGHV7-81	Ighv9-4
IGHV7-81	Ighv9-3
IGHV7-81	Ighv9-1
PROX2	Prox2
RNU6-607P	Gm24631
ZNF703	Zfp703
GOT1L1	Got1l1
KASH5	Kash5
SLC16A8	Slc16a8
HSPA2	Hspa2
TOR1A	Tor1a
NKX2-1	Nkx2-1
JMJD1C	Jmjd1c
ADRB3	Adrb3
ALPK2	Alpk2
HTT	Htt
PCDHAC1	Pcdhac1
NOL12	Nol12
WASF3	Wasf3
RNU5A-3P	Gm23102
PTPDC1	Ptpdc1
CHRNA2	Chrna2
SNORD63B	Gm22200
SNORD63	Gm26109
FOXD1	Foxd1
GOLGA8M	Golga2
GP1BB	Gp1bb
IGHA2	Igha
GLRA1	Glra1
H1-1	H1f1
SLC7A4	Slc7a4
H2AC4	H2ac11
H2AC4	H2ac13
SNORD32A	Snord32a
SNORD33	Snord33
SNORD34	Snord34
H1-6	H1f6
SNORD35A	Snord35a
H1-4	H1f4
SNORD35B	Snord35b
MIR150	Mir150
H2BC6	H2bc6
H2BC6	H2bc4
IGHE	Ighe
SHF	Shf
MICB	Mill1
MICB	Mill2
POLI	Poli
TSKS	Tsks
MIRLET7A1	Mirlet7a-1
MIRLET7D	Mirlet7d
GALR3	Galr3
DAB2IP	Dab2ip
RNU6-841P	Gm24661
DNAJC28	Dnajc28
KIAA1671	2900026A02Rik
TMEM145	Tmem145
YBEY	Ybey
ESCO2	Esco2
VASH1	Vash1
MYPN	Mypn
SLC45A2	Slc45a2
SNORD117	Gm25128
SNORD84	Gm22589
LTB	Ltb
NR2E3	Nr2e3
SPATA31A7	Spata31
CSF2RB	Csf2rb
CSF2RB	Csf2rb2
RN7SKP17	Gm56004
IRF2BPL	Irf2bpl
SNORA38	Gm23442
APOM	Apom
LRRC74A	Lrrc74a
ADRB2	Adrb2
SPINK1	Spink1
JAKMIP3	Jakmip3
SPATA31A3	Spata31
RNU6-1276P	Gm24901
RNU6-456P	Gm22808
C6orf47	D17H6S53E
ZDHHC20	Zdhhc20
FNDC9	Fndc9
IFNA13	Ifna1
IFNA13	Ifna9
IFNA13	Ifna12
IFNA13	Ifna15
IFNA13	Ifna7
IFNA13	Ifna14
IFNA13	Ifna6
IFNA13	Ifna2
IFNA13	Ifna11
IFNA13	Ifna5
IFNA13	Ifnab
IFNA13	Ifna13
IFNA13	Ifna16
IFNA13	Ifna4
TLR4	Tlr4
RNU1-148P	Gm23972
LY6G6F	Ly6g6f
ADAM7	Adam7
NIPAL4	Nipal4
GOLGA8G	Golga2
PRKD1	Prkd1
MYMK	Mymk
UGGT2	Uggt2
LY6G6C	Ly6g6c
KLF16	Klf16
COL23A1	Col23a1
MSH5	Msh5
DGCR6L	Dgcr6
TCF4	Tcf4
MEGF8	Megf8
DIO2	Dio2
RN7SKP70	Gm55882
RNU6-1255P	Gm22597
SCAF4	Scaf4
CBY3	Cby3
NID2	Nid2
RRS1	Rrs1
RNU6-599P	Gm22279
RNU6-599P	Gm54642
BICD2	Bicd2
ISL2	Isl2
ARSI	Arsi
EGR1	Egr1
C4orf54	1110002E22Rik
VXN	Vxn
RNU6-714P	Gm22279
RNU6-714P	Gm54642
PVALB	Pvalb
CXCL13	Cxcl13
THSD4	Thsd4
DIRAS2	Diras2
PPP1R2B	Ppp1r2
PPP1R2B	Ppp1r2-ps5
PPP1R2B	Ppp1r2-ps1
PPP1R2B	Ppp1r2-ps6
RNU6-145P	Gm23186
EFNA5	Efna5
TBC1D2	Tbc1d2
RN7SKP122	Gm54538
BLTP1	Bltp1
GRXCR2	Grxcr2
ZFHX2	Zfhx2
TAFA5	Tafa5
ZNF704	Zfp704
PEDS1	Peds1
CCDC88C	Ccdc88c
HSCB	Hscb
RN7SL616P	Gm22876
MIR190A	Mir190a
MESP1	Mesp1
PABIR1	Pabir1
AZIN1	Azin1
LCTL	Lctl
SPATA31D4	Spata31f3
NUTM2E	Nutm2
STC2	Stc2
LRRTM3	Lrrtm3
CNFN	Cnfn
SPATA31D3	Spata31f3
SPATA31D1	Spata31f3
KCNA5	Kcna5
TAF3	Taf3
CLEC4E	Clec4e
OR13C7	Or13c7c
OR2V2	Or2v2
PCP2	Pcp2
TAS2R1	Tas2r119
ADRA2A	Adra2a
INSL6	Insl6
DCP2	Dcp2
EGR2	Egr2
RETN	Retn
CDC42EP1	Cdc42ep1
CDH24	Cdh24
RGS3	Rgs3
RPRD1B	Rprd1b
FRMPD2	Frmpd2
FCER2	Fcer2a
OR4F4	Or4f17
OR4F4	Or4f4b
OR4F4	Or4f4-ps1
CIMAP1B	Cimap1b
PLA2G4D	Pla2g4d
SLC7A8	Slc7a8
TFAP2C	Tfap2c
PHF5A	Phf5a
OR2V1	Or2v1
PLA2G4E	Pla2g4e
DNAH5	Dnah5
CTNNBL1	Ctnnbl1
UFD1	Ufd1
LACTB	Lactb
PRR36	Prr36
CTXN1	Ctxn1
MEX3B	Mex3b
CD209	Cd209b
CD209	Cd209e
CD209	Cd209c
CD209	Cd209a
CD209	Cd209d
CHAC1	Chac1
CARTPT	Cartpt
CLYBL	Clybl
TSPAN3	Tspan3
CFAP70	Cfap70
VWA7	Vwa7
RETREG1	Retreg1
SLC15A5	Slc15a5
GPX2	Gpx2
CLEC6A	Clec4n
GPR135	Gpr135
RNU6-975P	Gm55959
FAM161B	Fam161b
PRPH2	Prph2
TBCC	Tbcc
RN7SKP299	Gm54492
RN7SKP299	Gm54500
RN7SKP299	Gm54520
RN7SKP299	Gm54510
SLC35D3	Slc35d3
GPR15LG	Gpr15lg
SYT10	Syt10
LRIT2	Lrit2
VSX2	Vsx2
CAPN11	Capn11
GOLGA8Q	Golga2
RGR	Rgr
RNU6-539P	Gm22543
RNU6-189P	Gm24851
WDR55	Wdr55
CFL2	Cfl2
FAM98B	Fam98b
NECAB3	Necab3
WDFY2	Wdfy2
SPMIP11	Spmip11
REDIC1	Redic1
OR2Y1	Or2y1d
OR2Y1	Or2y15
OR2Y1	Or2y16
GPR151	Gpr151
PCDHGA1	Pcdhga1
PCDHGA2	Pcdhga2
GOLGA8J	Golga2
SLC25A17	Slc25a17
SNORD48	Gm25744
SNORD52	Snord52
ZBTB12	Zbtb12
OTOP1	Otop1
PCDHGA3	Pcdhga3
ALG10B	Alg10b
CSNK2B	Csnk2b
PCDHGB1	Pcdhgb1
SAXO5	Saxo5
PCDHGA4	Pcdhga4
GOLGA8T	Golga2
LRIT1	Lrit1
BLOC1S4	Bloc1s4
OR4K15	Or4k15c
OR4K15	Or4k15b
OR4K15	Or4k15
KIAA0232	D5Ertd579e
ACOT1	Acot5
ACOT1	Acot2
ACOT1	Acot1
ACOT1	Acot3
PCDHGB2	Pcdhgb2
ZNF705G	Zfp78
PCDHGA5	Pcdhga5
RNU6-17P	Gm23947
PCDHGA6	Pcdhga6
TTLL13	Ttll13
PCDHGA7	Pcdhga7
DEFB103B	Defb14
NTF3	Ntf3
ACOT4	Acot4
ACOT6	Acot6
DEFB104B	Defb22
PNPLA6	Pnpla6
UGT2A2	Ugt2a2
PCDHGB4	Pcdhgb4
PNMA1	Pnma1
DEFB107B	Defb13
CCDC158	Ccdc158
PCDHGA8	Pcdhga8
ADRB1	Adrb1
KRT76	Krt76
SAMD15	Samd15
SH3PXD2A	Sh3pxd2a
PCDHGA9	Pcdhga9
KNL1	Knl1
PCDHGA10	Pcdhga10
NOXRED1	Noxred1
MAS1	Mas1
PCDHGB7	Pcdhgb7
DEFB107A	Defb13
IGF2R	Igf2r
DEFB105A	Defb12
DEFB105A	Defb35
TEX26	Tex26
CELA1	Cela1
RNU6-273P	Gm22165
RNU6-273P	Gm26479
PCDHGA11	Pcdhga11
FOXA1	Foxa1
DEFB104A	Defb22
COX8C	Cox8b
DEFB103A	Defb14
RNU6-1258P	Gm25768
MBNL2	Mbnl2
TBPL2	Tbpl2
TIGD2	Tigd2
RNU6-907P	Gm56305
DEFB4A	Defb4
DEFB4A	Defb3
FABP2	Fabp2
PLEKHS1	Plekhs1
PDZRN4	Pdzrn4
ZNF705B	Zfp78
PCDHGA12	Pcdhga12
COL25A1	Col25a1
UNC79	Unc79
FAM90A23	Fam90a1b
FAM90A23	Fam90a1a
FAM90A22	Fam90a1b
FAM90A22	Fam90a1a
FAM90A7	Fam90a1b
FAM90A7	Fam90a1a
PCDHGC3	Pcdhgc3
C6orf118	1700010I14Rik
FAM90A8	Fam90a1b
FAM90A8	Fam90a1a
FAM90A9	Fam90a1b
FAM90A9	Fam90a1a
THAP2	Thap2
FAM90A17	Fam90a1b
FAM90A17	Fam90a1a
FAM78A	Fam78a
FAM90A18	Fam90a1b
FAM90A18	Fam90a1a
FAM90A14	Fam90a1b
FAM90A14	Fam90a1a
TOMM22	Tomm22
FAM90A16	Fam90a1b
FAM90A16	Fam90a1a
MIR877	Mir877
CRISP3	Crisp3
CRISP3	Crisp1
KRT2	Krt2
MUC5B	Muc5b
SPAG11A	Spag11b
EP300	Ep300
CIMAP1C	Cimap1c
U8	Gm25369
U8	Gm24208
IDI1	Idi1
LCA5L	Lca5l
GOLGA8S	Golga2
BTG1	Btg1
PCDHGC4	Pcdhgc4
LYZL2	Lyzl1
AMBN	Ambn
OTUD1	Otud1
FBXO9	Fbxo9
NOP10	Nop10
PCDHGC5	Pcdhgc5
LRRIQ1	Lrriq1
CNBD1	Cnbd1
OR4N4	Or4n4b
OR4N4	Or4n4
MUC5AC	Muc5ac
PCDHGB5	Pcdhgb5
C5orf63	C330018D20Rik
GOLGA8K	Golga2
LPIN3	Lpin3
MROH5	Mroh5
