fam162a	Fam162b
adra1ab	Or5t16
adra1ab	Or5t18
adra1ab	Or5t15
adra1ab	Or5t7
adra1ab	Or56a42
adra1ab	Or56a41
adra1ab	Or56a4
adra1ab	Or56a5
adra1ab	Or56a3b
adra1ab	Or56a3
pkp3a	Pkp3
abcc6b.1	Abcc10
elovl4b	Elovl4
cables2a	Cables2
timm13	Timm13
ciao2a	Ciao2a
ralgds	Ralgds
ralgds	4930474N05Rik
ralgds	4930596D02Rik
dop1b	Dop1b
hagh	Hagh
washc2c	Washc2
nup107	Nup107
osbpl3a	Osbpl3
sigirr	Sigirr
snu13b	Snu13
pam	Pam
mrpl57	Mrpl57
zgc:154125	Milr1
prim2	Prim2
osbpl10b	Osbpl10
gna15.3	Gna11
gna15.3	Gnat3
gna15.3	Gna15
smad5	Smad5
htr1ab	Htr1a
mrtfba	Mrtfb
ndufb6	Ndufb6
amfra	Amfr
ppm1aa	Ppm1a
pdxdc1	Pdxdc1
rereb	Rere
si:ch1073-104i17.1	1700030K09Rik
rcc2	Rcc2
mctp2a	Mctp2
bckdha	Bckdha
lypd6	Lypd6
TMEM132C	Tmem132c
si:dkey-65b12.10	Cxadr
si:dkey-65b12.10	Gm1123
b3galnt2	B3galnt2
hrasa	Hras
kcnn4	Kcnn4
nrbf2b	Nrbf2
cers4b	Cers4
gfap	Gfap
mpped2a	Mpped2
cotl1	Cotl1
pla1a	Pla1a
zdhhc4	Zdhhc4
popdc2	Popdc2
mafaa	Mafa
meiob	Meiob
mllt10	Mllt10
si:ch211-222f23.6	Tigit
si:ch211-222f23.6	Pvr
si:ch211-222f23.6	Smagp
si:ch211-222f23.6	Cd200l1
si:ch211-222f23.6	Cd200l2
ca4c	Car4
magi1b	Magi1
klb	Klb
smg9	Smg9
si:ch211-154e10.1	Rgs3
cds1	Cds1
gopc	Gopc
wdr75	Wdr75
upf1	Upf1
mapta	Mapt
bbs5	Bbs5
pgpep1	Pgpep1
guf1	Guf1
ptpn6	Ptpn6
si:dkey-84o3.8	Htra2
tpm3	Tpm3-rs7
tpm3	Tpm3
ktn1	Ktn1
nme4	Nme4
jund	Jund
ptger2b	Ptger2
id2b	Id2
acvr2ba	Acvr2b
gga3a	Gga3
tlcd3ba	Tlcd3b
prdm13	Prdm13
si:ch1073-153i20.2	H3c7
phox2a	Phox2a
mapkap1	Mapkap1
rin2a	Rin2
UBL4A	Ubl4a
cfap96	Cfap96
fnbp1b	Fnbp1
FAM177A1	Fam177a
FAM177A1	Fam177a2
si:ch211-157j23.5	Nxpe5
si:dkey-108k21.21	H1f6
ltbp1	Ltbp1
si:ch73-261i21.5	Zpld2
adgrv1	Adgrv1
fgf13b	Fgf13
znf281a	Zfp281
chsy1	Chsy1
prcp	Prcp
rbm6	Rbm6
atraid	Atraid
btc	Btc
snx17	Snx17
pnkd	Pnkd
r3hcc1	R3hcc1
cpeb3	Cpeb3
si:ch73-389b16.1	Ccdc18
pitrm1	Pitrm1
abat	Abat
tprb	Tpr
pank2	Pank2
bcor	Bcor
fhl3a	Fhl3
qpctla	Qpctl
fgfr2	Fgfr2
firrm	Firrm
rttn	Rttn
tmc1	Tmc1
gstm.1	Gstm5
edc4	Edc4
arnt	Arnt
otofb	Otof
qdpra	Qdpr
dlgap3	Dlgap3
stmp1	Stmp1
nipsnap1	Nipsnap1
ripk1l	Ripk1
rffl	Rffl
mybpha	Mybph
sxph	Srprb
sxph	Trf
wdr19	Wdr19
nfybb	Nfyb
scamp1	Scamp1
shisa8b	Shisa8
atad1b	Atad1
dok6	Dok6
prmt3	Prmt3
nedd4a	Nedd4
fan1	Fan1
rps25	Rps25
pola2	Pola2
ptprfa	Ptprf
hspb1	Hspb1
picalmb	Picalm
sertad4	Sertad4
sf3a1	Sf3a1
slc35b3	Slc35b3
lim2.5	Lim2
si:dkey-31g6.6	Gm525
clptm1	Clptm1
cpvl	Cpvl
kcnk15	Kcnk15
atp5mc3a	Atp5mc3
lrp3	Lrp3
dr1	Dr1
fxr2	Fxr2
vsx1	Vsx1
tenm4	Tenm4
cart1	Cartpt
ndc1	Ndc1
slc27a2b	Slc27a5
klf15	Klf15
gria1b	Gria1
si:ch73-171o20.1	Igtp
si:ch73-171o20.1	Irgc
si:ch73-171o20.1	Irgm2
si:ch73-171o20.1	Irgm1
bloc1s6	Bloc1s6
mis18a	Mis18a
rhbdl2	Rhbdl2
zgc:66473	Septin14
cyp11a1.2	Cyp11a1
irgf3	Igtp
irgf3	Irgc
irgf3	Irgm2
irgf3	Irgm1
prkcg	Prkcg
prkcg	Pkn3
garre1	Garre1
rpl17	Gm6133
rpl17	Rpl17
prxl2c	Prxl2c
glrba	Glrb
smg6	Smg6
slc1a6	Slc1a6
adcyap1r1a	Adcyap1r1
s100p	Kcnmb2
rps26	Rps26
riok1	Riok1
jagn1a	Jagn1
akirin1	Akirin1
cox6a1	Cox6a2
gusb	Gusb
wnt10b	Wnt10b
rbp4	Rbp4
bcl9	Bcl9
txn2	Txn2
ssr2	Ssr2
adam8b	Adam8
inavab	Inava
ogfr2	Ogfr
fbxl6	Fbxl19
itgb8	Itgb8
tcirg1a	Tcirg1
zdhhc20a	Zdhhc20
tgfb2	Tgfb2
cdin1	Cdin1
rasip1	Rasip1
skp2	Skp2
prpf4ba	Prpf4b
msgn1	Msgn1
iyd	Iyd
fam169b	Fam169b
mmp11a	Mmp11
eef1a1l3	Gspt2
dpy19l1l	Dpy19l1
bdh1	Bdh1
snx14	Snx14
taf5l	Taf5l
hmgb1b	Hmgb1
tbxas1	Tbxas1
desmb	Des
ndufa9b	Ndufa9
rab40c	Rab40c
si:dkey-17e16.9	Aloxe3
mphosph6	Mphosph6
urb1	Urb1
ncoa3	Ncoa3
osgepl1	Osgepl1
mov10b.1	Mov10
itgb4	Itgb4
sdhc	Sdhc
atp1a1a.1	Atp1a1
trip13	Trip13
trim36	Trim36
pon1	Pon2
pon1	Pon1
pon1	Pon3
got2b	Got2
rtel1	Rtel1
ccbe1	Ccbe1
hmcn1	Hmcn1
cacnb4a	Cacnb4
fbxl14b	Fbxl14
lingo1a	Lingo1
actr3b	Actr3b
mgat1b	Mgat1
ubn2b	Ubn2
fpgs	Fpgs
spink4	Spink4
stim1b	Stim1
hoxa1a	Hoxa1
ube2g1a	Ube2g1
lrrc14b	Lrrc14b
rdh14b	Rdh14
c8g	C8g
znf16l	Zfp422
znf16l	Zfp41
ugt5d1	Ugt2a3
ugt5d1	Ugt1a6a
ugt5d1	Ugt1a6b
ugt5d1	Ugt1a2
ugt5d1	Ugt1a5
ugt5d1	Ugt1a8
ugt5d1	Ugt1a7c
ugt5d1	Ugt1a10
ugt5d1	Ugt1a9
ugt5d1	Ugt2a2
ugt5d1	Ugt2a1
atcayb	Atcay
vrk1	Vrk1
lipeb	Lipe
bckdhbl	Siglec15
ugt2a5	Ugt2b5
ugt2a5	Ugt2b35
ugt2a5	Ugt2b1
ugt2a5	Ugt2b37
ugt2a5	Ugt2b38
ugt2a5	Ugt2b34
ugt2a5	Ugt2b36
cers4a	Cers4
irgf1	Igtp
irgf1	Irgc
irgf1	Irgm2
irgf1	Irgm1
sin3b	Sin3b
irgf2	Igtp
irgf2	Irgc
irgf2	Irgm2
irgf2	Irgm1
cxcr2	Cxcr2
cxcr2	Cxcr1
ccdc13	Ccdc13
brwd3	Brwd3
ormdl2	Ormdl2
ddx31	Ddx31
arhgef1	Arhgef1
wfs1b	Wfs1
med13a	Med13
diras1a	Diras1
erc1b	Erc1
cited4b	Cited4
kyat1	Kyat1
uchl1	Uchl1
stc2a	Stc2
larp4b	Larp4b
surf6	Surf6
pik3ca	Pik3ca
ugt2a6	Ugt2b5
ugt2a6	Ugt2b35
ugt2a6	Ugt2b1
ugt2a6	Ugt2b37
ugt2a6	Ugt2b38
ugt2a6	Ugt2b34
ugt2a6	Ugt2b36
naglu	Naglu
wt1a	Wt1
lect2.2	Lect2
irf2b	Irf2
C7H11orf68	AI837181
fgfr1op2	Fgfr1op2
galk1	Galk1
si:ch211-1f22.10	Cd22
drap1	Drap1
sult3st1	Sult3a1
sult3st1	Sult3a2
ndufs7	Ndufs7
map1ab	Map1a
pold4	Pold4
slc30a6	Slc30a6
nt5c3a	Nt5c3
dnajc11a	Dnajc11
aldh3a2a	Aldh3a1
aldh3a2a	Aldh1b1
aldh3a2a	Aldh3b1
aldh3a2a	Aldh9a1
hacd2	Hacd2
tbx19	Tbx19
ghrb	Il12rb1
ghrb	Il11ra3
ghrb	Il11ra2
ghrb	Il11ra1
ghrb	Ghr
ghrb	Crlf2
ghrb	Il2rg
ghrb	Osmr
ghrb	Il27ra
ghrb	Il6ra
ghrb	Il23r
ghrb	Il13ra1
camk1gb	Camk1g
vav3a	Vav3
pdzd8	Pdzd8
si:ch73-90p23.1	Ffar2
si:ch73-90p23.1	Ffar3
ctu2	Ctu2
arrb2a	Arrb2
LOXL4	Loxl4
pkd2l1	Pkd2l1
atp2a2a	Atp1a4
si:dkey-172o19.2	Nfilz
ints5	Ints5
chid1	Chid1
rab3b	Rab3b
igf2bp3	Igf2bp3
urb2	Urb2
znfx1	Znfx1
otofa	Otof
si:ch211-157j23.2	Nxpe5
dynlt3	Dynlt3
six5	Six5
rgs11	Rgs11
si:dkey-31b16.7	Sdhb
camkmt	Camkmt
tbxtb	T
mxd3	Mxd3
thbs3b	Thbs3
acp5a	Acp5
cul1b	Cul1
gpt2	Gpt2
rhpn2	Rhpn2
si:ch211-230g14.6	Cnnm4
nkpd1	Nkpd1
chrm3a	Chrm3
gstcd	Gstcd
snrpb2	Snrpb2
appb	App
nrn1la	Nrn1l
piezo2a.2	Piezo2
u2af2b	U2af2
nlgn3a	Nlgn3
ddx3xa	Ddx3x
ddx3xa	Ddx3y
ddx3xa	D1Pas1
sumo3a	Sumo3
plekhs1.4	Plekhs1
ednraa	Ednra
jade1	Jade1
atp7a	Atp7a
grin2db	Grin2d
ikbip	Ikbip
ank1a	Ank1
snrpa1	Snrpa1
oxgr1a.1	Oxgr1
top2a	Top2a
cngb3.1	Cngb3
nr2c1	Nr2c1
spef2	Spef2
lss	Lss
ccdc126	Ccdc126
mcm3ap	Mcm3ap
lgi1b	Lgi4
lgi1b	Lgi1
lgi1b	Tlr13
lgi1b	Lrg1
lgi1b	Lrrc26
tmcc3	Tmcc3
fam111.2	A330040F15Rik
fam111.2	Fam111a
nfia	Nfia
fra10ac1	Fra10ac1
hoxb5a	Hoxb5
smarcc2	Smarcc2
wdr13	Wdr13
bdkrb1	Bdkrb1
rab20	Rab20
nherf4a	Nherf4
prr15lb	Prr15
net1	Net1
heyl	Hes5
heyl	Heyl
slc9a6b	Slc9a6
pde9aa	Pde9a
pgam2	Pgam2
si:ch211-226h7.6	Gp2
dym	Dym
si:ch211-226h7.8	Gp2
b3gnt3.2	B3gnt3
acot20	Acot5
acot20	Acot2
acot20	Acot1
acot20	Acot6
acot20	Acot4
acot20	Acot3
si:ch211-226h7.5	Gp2
mrpl13	Mrpl13
eefsec	Eefsec
gja8b	Gja8
eef1akmt1	Eef1akmt1
si:ch211-170d8.8	Klra17
si:ch211-170d8.8	Klra1
si:ch211-170d8.8	Klra4
si:ch211-170d8.8	Klra7
si:ch211-170d8.8	Klra6
si:ch211-170d8.8	Klra5
si:ch211-170d8.8	Klra9
si:ch211-170d8.8	Klra10
si:ch211-170d8.8	Klra8
si:ch211-170d8.8	Klra3
si:ch211-170d8.8	Klra2
si:ch211-170d8.8	Olr1
si:ch211-170d8.8	Klri1
si:ch211-170d8.8	Klri2
si:ch211-170d8.8	Clec2m
si:ch211-170d8.8	Clec1a
si:ch211-170d8.8	Clec9a
si:ch211-170d8.8	Klre1
si:ch211-170d8.8	Klrb1
si:ch211-170d8.8	Klrb1f
si:ch211-170d8.8	Klrb1b
si:ch211-170d8.8	Klrb1c
si:ch211-170d8.8	Klrb1a
si:ch211-170d8.8	Clec2f
si:ch211-170d8.8	Clec5a
si:ch211-170d8.8	Klrh1
si:ch211-170d8.8	Klrc1
si:ch211-170d8.8	Klrc2
si:ch211-170d8.8	Klrc3
si:ch211-170d8.8	Clec2l
si:ch211-170d8.8	Clec12a
si:ch211-170d8.8	Cd69
si:ch211-170d8.8	Clec7a
si:ch211-170d8.8	Klrd1
si:ch211-170d8.8	Clec1b
si:ch211-170d8.8	Clec12b
si:ch211-170d8.8	Clec2e
si:ch211-170d8.8	Clec2h
si:ch211-170d8.8	Clec2d
si:ch211-170d8.8	Clec2i
si:ch211-170d8.8	Clec2g
si:ch211-170d8.8	Klrg2
scamp4	Scamp4
zgc:92242	Hsh2d
blvrb	Blvrb
map7a	Map7
emc3	Emc3
lmnb2	Lmnb2
utp3	Utp3
gngt1	Gng11
gngt1	Gngt1
si:ch73-184c24.1	AA986860
nr1d2a	Nr1d2
ube2d1a	Ube2d1
grid2	Grid2
synj1	Synj1
rbm28	Rbm28
rrp15	Rrp15
tbx18	Tbx18
elavl1a	Elavl1
gsto1	Gsto1
mrpl45	Mrpl45
npy	Npy
paqr8	Paqr8
dusp1	Dusp1
hlfb	Hlf
rps8a	Rps8
synpo2la	Synpo2l
mbd1b	Mbd1
taf11	Taf11
rnd3a	Rnd3
tram1	Tram1l1
tram1	Tram1
DLGAP2	Dlgap2
pacs1a	Pacs1
arhgap31	Arhgap31
slc16a13	Slc16a13
atxn7l1	Atxn7l1
bfsp2	Bfsp2
tcerg1a	Tcerg1
pde5ab	Pde5a
pax9	Pax9
pigq	Pigq
degs1	Degs1l
degs1	Degs1
arl3a	Arl3
mfap4.3	Mfap4
cracr2ab	Cracr2a
arhgap25	Arhgap25
rnf10	Rnf10
polr1d	Polr1d
ca14	Car14
aqp10a	Aqp5
aqp10a	Aqp9
aqp10a	Aqp6
rest	Rest
tmem240b	Tmem240
paics	Paics
pfn2b	Pfn2
tbx20	Tbx20
frmd6	Frmd6
pcca	Pcca
tmprss12	Hpn
nkx3-1	Nkx3-1
lrrc39	Lrrc39
fam98b	Fam98b
herpud2	Herpud2
slc25a37	Slc25a37
g0s2	G0s2
neurl4	Neurl4
rassf1	Rassf1
xpo5	Xpo5
cfap161	Cfap161
mrpl43	Mrpl43
eif4e3	Eif4e3
lsp1a	Lsp1
epas1a	Epas1
twnk	Twnk
rnf13	Rnf13
noc4l	Noc4l
dbt	Dbt
chmp1a	Chmp1a
rd3	Rd3
otpb	Otp
unc45a	Unc45a
cpe	Cpe
dok7a	Dok7
lmx1bb	Lmx1b
fblim1	Fblim1
panx1a	Panx1
smarcd3b	Smarcd3
nek1	Nek1
dusp5	Dusp5
SAT1	Sat1
mapk13	Mapk13
si:ch211-1f22.12	Cd22
pus3	Pus3
alkal1	Alkal1
septin3	Septin3
cart2	Cartpt
erfl3	Erf
zfhx3b	Zfhx3
gdpgp1	Gdpgp1
slc39a8	Slc39a8
babam2	Babam2
gdpd2	Gdpd2
snx3	Snx3
irx4a	Irx4
ccnq	Ccnq
itgb1bp1	Itgb1bp1
cd79a	Cd79a
gdnfa	Gdnf
lactbl1b	Lactbl1
kif4	Kif4
prok1	Prok1
prok1	Prok2
zbtb34	Zbtb34
tmc5	Tmc5
b3galt2	B3galt2
tbx15	Tbx15
ERC1	Erc1
egln2	Egln2
glmp	Glmp
mtcl3a	Mtcl3
pex13	Pex13
niban1b	Niban1
usp53b	Usp53
si:ch211-1f22.11	Cd22
cdh24b	Cdh24
slc35a1	Slc35a1
exoc2	Exoc2
tbc1d16	Tbc1d16
slc4a4b	Slc4a4
tspan18b	Tspan18
scn8aa	Scn8a
rxrba	Rxrb
hsf4	Hsf4
tll1	Tll1
pcolceb	Pcolce
pqbp1	Pqbp1
ptprz1b	Ptprz1
pin4	Pin4
dctd	Dctd
ttc1	Ttc1
galk2	Galk2
stk3	Stk3
b3gnt5a	B3gnt5
adgrg7.2	Adgrg7
ccdc71	Ccdc71
sphkap	Sphkap
kif19	Kif19a
eeig1b	Eeig1
mettl22	Mettl22
dab2	Dab2
sumf1	Sumf1
waca	Wac
f7l	F7
ark2n	Ark2n
f9a	Klk10
f9a	C1rl
f9a	F12
f9a	Prss55
f9a	Prss51
f9a	Klkb1
dcst1	Dcst1
hectd1	Hectd1
znf513a	Zfp513
cdk15	Cdk15
zp3a.2	Zp3
kif14	Kif14
selp	Sele
ngb	Ngb
ehd1a	Ehd1
plin1	Plin1
nudt3a	Nudt3
frem2b	Frem2
mpp7a	Mpp7
gcm2	Gcm2
il19l	Il20
il19l	Il19
ncanb	Ncan
phf21aa	Phf21a
ccdc136b	Ccdc136
cmtr1	Cmtr1
spx	Spx
ctsla	Cts3
ctsla	Ctla2a
ctsla	Ctsl
ctsla	Cts6
ctsla	Ctsll3
ctsla	Cts7
ctsla	Ctsr
ctsla	Ctsm
ctsla	BC051665
ctsla	Ctla2b
ctsla	Ctsq
ctsla	Cts8
ctsla	Ctsj
ctsla	4930486L24Rik
hmbsb	Hmbs
gja4	Gja4
smim12	Smim12
gatb	Gatb
cnstb	Cnst
rabif	Rabif
slc20a1a	Slc20a1
vps72a	Vps72
pnoca	Pnoc
gjb8	Gjb2
gjb8	Gjb6
slco3a1b	Slco3a1
wasf2	Wasf2
tagln3b	Abhd10
actn1	Actn1
trhde.2	Trhde
sec22c	Sec22c
nfatc2ip	Nfatc2ip
plpp3	Plpp3
mad2l2	Mad2l2
gskip	Gskip
map3k10	Map3k10
cnga2a	Cnga2
apba1a	Apba1
rpl8	Rpl8
apoda.1	Apod
tmem182a	Tmem182
cptp	Cptp
cptp	Gltpd2
prkar1b	Prkar1b
dscamb	Dscam
ykt6	Ykt6
tmem216	Tmem216
mc5rb	Mc5r
neto2b	Neto2
sdr42e1	Sdr42e1
tctn2	Tctn2
mc2r	Mc2r
uqcrq	Uqcrq
pfn4	Pfn4
ppp2r5b	Ppp2r5b
trim3a	Trim3
pou4f2	Pou4f2
ppp1r8b	Ppp1r8
mgat4c	Mgat4c
gadd45ab	Gadd45a
cahz	Car1
cahz	Car2
cahz	Car9
cahz	Car13
cahz	Car3
cahz	Car11
myof	Myof
arf2a	Arf2
arf2a	Arf1
acad11	Acad11
pex19	Pex19
nhlrc2	Nhlrc2
p2rx5	P2rx5
decr1	Decr1
rnpep	Rnpep
cep76	Cep76
pik3r3b	Pik3r3
ttc9b	Ttc9b
zbtb47b	Zbtb47
pkp1b	Pkp1
samhd1	Samhd1
neflb	Nefl
sel1l	Sel1l
si:dkey-22i16.9	Vsir
si:dkey-22i16.9	Igsf5
si:dkey-22i16.9	Muc15
si:dkey-22i16.9	Clmp
lrwd1	Lrwd1
cfap298	Cfap298
ahctf1	Ahctf1
nectin1a	Nectin1
timmdc1	Timmdc1
her7	Hes5
her7	Heyl
zyx	Zyx
si:ch211-125e6.14	Reg1
si:ch211-125e6.14	Reg2
scarf1	Scarf1
prkab1b	Prkab1
dhrs3a	Dhrs3
tet2	Tet2
pias4b	Pias4
ssuh2.1	Ssu2
pip5k1bb	Pip5k1b
chst13	Chst13
csrnp1a	Csrnp1
homer3b	Homer3
tead3a	Tead3
ift80	Ift80
colq	Colq
tbc1d30	Tbc1d30
itpka	Itpka
si:cabz01007807.1	Apold1
hoxd10a	Hoxd10
gdnfb	Gdnf
asb14a	Asb14
ppm1la	Ppm1l
lrrc45	Lrrc45
kif28	Kif28
ugt5b3	Ugt2a3
ugt5b3	Ugt1a6a
ugt5b3	Ugt1a6b
ugt5b3	Ugt1a2
ugt5b3	Ugt1a5
ugt5b3	Ugt1a8
ugt5b3	Ugt1a7c
ugt5b3	Ugt1a10
ugt5b3	Ugt1a9
ugt5b3	Ugt2a2
ugt5b3	Ugt2a1
gabrr2b	Gabrr2
gsap	Gsap
chst11	Chst11
cbr1	Cbr1b
cbr1	Cbr1
si:ch211-127i16.2	4930438A08Rik
si:ch211-127i16.2	Il4i1
si:ch211-127i16.2	Maob
anxa1a	Anxa1
ccng1	Ccng1
med28	Med28
tcf15	Tcf15
hepacam2	Hepacam2
cngk	Hcn3
cngk	Kcnh3
ids	Ids
tpcn1	Tpcn1
ddx51	Ddx51
gtse1	Gtse1
dmd	Dmd
map3k19	Map3k19
fscn2b	Fscn2
hccsb	Hccs
psmd6	Psmd6
hnrnpa0b	Hnrnpa3
nfkbiz	Nfkbiz
sema6bb	Sema6b
enpp5	Enpp5
cracdlb	Gm14569
si:dkey-45k15.1	Exoc3l4
cfap73	Cfap73
atmin	Atmin
tmem275b	Tmem275
rnf224	Rnf224
elovl7a	Elovl7
sez6l2	Sez6l2
ddr2a	Ddr2
si:ch73-181d5.4	Dido1
ccdc36	Iho1
gtf2e2	Gtf2e2
ecm1b	Ecm1
sh2b3	Sh2b3
ccdc34	Ccdc34
urad	Urad
snx18a	Snx18
zgc:174154	Cts3
zgc:174154	Ctla2a
zgc:174154	Ctsl
zgc:174154	Cts6
zgc:174154	Ctsll3
zgc:174154	Cts7
zgc:174154	Ctsr
zgc:174154	Ctsm
zgc:174154	BC051665
zgc:174154	Ctla2b
zgc:174154	Ctsq
zgc:174154	Cts8
zgc:174154	Ctsj
zgc:174154	4930486L24Rik
cebpa	Cebpa
med19a	Med19
C7H4orf54	1110002E22Rik
galnt12	Galnt12
tulp4b	Tulp4
myoz1b	Myoz1
caps2	Caps2
smdt1b	Smdt1
fgf11a	Fgf11
umod	Gp2
lenep	Lenep
paxbp1	Paxbp1
ccdc124	Ccdc124
rgs20	Rgs20
ajap1	Ajap1
sqleb	Sqle
me2	Me2
ptp4a2a	Ptp4a2
slc44a1a	Slc44a3
ppp5c	Ppp5c
spata2	Spata2
hsp70l	Hspa2
mpz	Mpz
ca7	Car7
si:dkey-239j18.3	Cts3
si:dkey-239j18.3	Ctla2a
si:dkey-239j18.3	Ctsl
si:dkey-239j18.3	Cts6
si:dkey-239j18.3	Ctsll3
si:dkey-239j18.3	Cts7
si:dkey-239j18.3	Ctsr
si:dkey-239j18.3	Ctsm
si:dkey-239j18.3	BC051665
si:dkey-239j18.3	Ctla2b
si:dkey-239j18.3	Ctsq
si:dkey-239j18.3	Cts8
si:dkey-239j18.3	Ctsj
si:dkey-239j18.3	4930486L24Rik
trmt1	Trmt1
egr2b	Egr2
serpinh1b	Serpinh1
col5a1	Col5a1
hs2st1b	Hs2st1
kdm2bb	Kdm2b
si:dkey-9i23.5	Reg1
si:dkey-9i23.5	Reg2
si:dkey-9i23.5	Reg3g
si:dkey-9i23.5	Reg3b
si:dkey-9i23.5	Reg3d
si:dkey-9i23.5	Reg3a
psmd11b	Psmd11
fjx1	Fjx1
fhad1	Fhad1
slc4a7	Slc4a7
cgrrf1	Cgrrf1
comtb	Comt
arih1l	Arih1
adcy1b	Adcy1
sec14l7	Sec14l4
sec14l7	Sec14l2
sec14l7	Sec14l3
cux1a	Cux1
ifi44a8	Ifi44l
ifi44a8	Ifi44
smpd3	Smpd3
wasf3b	Wasf3
tprg1	Tprg1
cep70	Cep70
ggt1b	Ggt1
pcnx3	Pcnx3
tmem223	Tmem223
si:ch211-216b21.2	Hs3st6
rab14	Rab14
frs3	Frs3
miga1	Miga1
coq5	Coq5
ccdc6a	Ccdc6
timp2a	Timp2
rsad2	Rsad2
syn2a	Syn2
rbm47	Rbm47
sdsl	Sdsl
histh1l2	H1f6
si:rp71-62i8.1	Fmn1
ascc3	Ascc3
rbsn	Rbsn
mettl17	Mettl17
her4.1	Hes5
her4.1	Heyl
cmya5	Cmya5
egr3	Egr3
htra2-5	Htra2
eef2k	Eef2k
iqcc	Iqcc
cbfb	Cbfb
kiaa1549lb	D430041D05Rik
mgst2	Mgst2
dnajc5aa	Dnajc5
rnf212	Rnf212
ptk2aa	Ptk2
tsen34	Tsen34
rybpa	Rybp
epdr1	Epdr1
mfap4.12	Mfap4
si:ch73-269m14.2	9530068E07Rik
ndst2a	Ndst2
sema4gb	Sema4g
ilkap	Ilkap
pgpep1l	Pgpep1l
tpst2	Tpst2
iah1	Iah1
dnah10	Dnah10
msmo1	Msmo1
bbs1	Bbs1
txna	Txn1
ctbp1	Ctbp1
rpe65b	Rpe65
bmp15	Bmp15
slc25a28	Slc25a28
sirt3	Sirt3
hck	Hck
brd9	Brd9
postna	Postn
drd4b	Drd4
synm	Synm
ttn.2	Ttn
smn1	Smn1
hspb8	Hspb8
ncbp2	Ncbp2
tfe3b	Tfe3
stim2b	Stim2
tmem67	Tmem67
tfam	Tfam
gab1	Gab1
C10H21orf91	D16Ertd472e
lrp1ba	Lrp1b
dis3l	Dis3l
trmt13	Trmt13
pus1	Pus1
angel1	Angel1
zbtb43	Zbtb43
tnr	Tnr
nt5e	Nt5e
rogdi	Rogdi
phactr3b	Phactr3
nkx2.5	Nkx2-5
dmbx1a	Dmbx1
xpnpep3	Xpnpep3
gata6	Gata6
irak1	Irak1
pm20d1.2	Pm20d1
aadat	Aadat
prkcda	Prkcd
mfap3l	Mfap3l
pja2	Pja2
pja2	Pja1
msh4	Msh4
pitpnab	Pitpna
fmnl3	Fmnl3
pdxkb	Pdxk
atf7ip	Atf7ip
mettl5	Mettl5
klhl23	Klhl23
ppp1r3db	Ppp1r3d
rbks	Rbks
pex6	Pex6
cfbl	Cfb
slc2a3b	Slc2a7
snx33	Snx33
ptger3	Ptger3
tsg101b	Tsg101
supv3l1	Supv3l1
tm7sf3	Tm7sf3
clcn6	Clcn6
cd248a	Cd93
gbgt1l5	Gbgt1
UTP14A	Utp14b
UTP14A	Utp14a
ensab	Ensa
slc24a1	Slc24a1
tbc1d4	Tbc1d4
marc1	Mtarc1
cib1	Cib1
fam120b	Fam120b
luzp1	Luzp1
lamtor5	Lamtor5
bfb	Cfb
nfxl1	Nfxl1
wdr46	Wdr46
mov10b.2	Mov10
si:ch1073-443f11.2	Smim22
slc16a4	Slc16a4
mtcl3a	Mtcl2
casp3a	Casp3
adgrl3.2	Adgrl3
ndufa4a	Ndufa4
mpc1	Mpc1
adgrd1	Adgrd1
cadm3	Cadm3
hmgcl	Hmgcl
ints14	Ints14
zmynd8	Zmynd8
otud6b	Otud6b
elmo2	Elmo2
pdlim3b	Pdlim3
fam83c	Fam83c
arhgap17b	Arhgap17
fam49bb	Cyrib
rasgrp4	Rasgrp4
si:ch73-94k4.5	Cd22
dip2ba	Dip2b
htra2-1	Htra2
pon3.2	Pon2
pon3.2	Pon1
pon3.2	Pon3
pm20d1.1	Pm20d1
iffo1a	Iffo1
ccdc14	Ccdc14
si:ch73-94k4.1	Cd22
phex	Phex
cdkn2aip	Cdkn2aip
sp1	Sp1
bcl6b	Bcl6b
nudt4a	Nudt4
crip2l	Crip2
ripk4	Ripk4
si:ch211-142d6.2	Cbln3
atp6v1e1b	Atp6v1e1
atp6v1e1b	Atp6v1e2
lrch3	Lrch3
hoxa11a	Hoxa11
ednrab	Ednra
cadm1b	Cadm1
tmprss3b	Tmprss3
hoxa3a	Hoxa3
tusc2b	Tusc2
otud3	Otud3
irx2a	Irx2
ltb4r2b	Ltb4r2
rbm12ba	Rbm12b2
rbm12ba	Rbm12b1
esyt1b	Esyt1
asns	Asns
pgghg	Pgghg
sipa1l1	Sipa1l1
nr2e1	Nr2e1
ppp1r18	Ppp1r18
cisd2	Cisd2
EVX1	Evx1
anxa4	Anxa4
nrm	Nrm
rcor2	Rcor2
st8sia6	St8sia6
dap3	Dap3
gckr	Gckr
vit	Vit
npas1	Npas1
si:ch211-234p6.5	Plekha4
ccdc73	Ccdc73
slc25a21	Slc25a21
tsn	Tsn
oxct1b	Oxct2b
oxct1b	Oxct1
oxct1b	Oxct2a
rnf121	Rnf121
slc35b1	Slc35b1
sanbr	Sanbr
tmem160	Tmem160
surf1	Surf1
gatd3	Gatd3a
aak1b	Aak1
rbbp8l	Rbbp8nl
phax	Phax
trim9	Trim9
CABP4	Cabp4
cfap126	Cfap126
zgc:152948	4930503L19Rik
thrb	Thrb
hhipl2	Hhipl2
