mt-nd1	MT-ND1
magi1b	MAGI1
slc17a7b	SLC17A7
gpm6bb	GPM6B
CASP6	CASP6
brinp3b	BRINP2
snw1	SNW1
kctd12.1	KCTD12
cbwd	ZNG1E
cbwd	ZNG1C
cbwd	ZNG1F
fubp1	FUBP1
gng5	GNG5
gng5	GNG5B
grm5b	GRM5
zgc:162472	BDP1
egf	EGF
kmt5b	KMT5B
ip6k1	IP6K1
rad23aa	RAD23A
pacrg	PACRG
acod1	ACOD1
fbrsl1	FBRSL1
glra2	GLRA2
wnt5b	WNT5B
unc5a	UNC5A
acss1	ACSM2A
acss1	ACSM2B
acss1	ACSM1
acss1	ACSM6
gramd1c	GRAMD1C
bnip1b	BNIP1
ssx2ipa	SSX2IP
ift70	IFT70A
ift70	IFT70B
tbl3	TBL3
rps23	RPS23
pgm5	PGM5
sntb2	SNTB2
slc25a24l	SLC25A25
atp2a3	ATP2A3
slc1a1	SLC1A1
msto1	MSTO1
depdc7a	DEPDC7
ptafr	PTAFR
skic2	SKIC2
rgs13a	RGS13
vps4a	VPS4A
ptafr	PTAFR
mcoln3a	MCOLN3
fancb	FANCB
efcab7	EFCAB7
ptafr	PTAFR
crebrf	CREBRF
ccnb2	CCNB2
zdhhc23b	ZDHHC23
ZSWIM6	ZSWIM6
smim13	SMIM13
tenm4	TENM4
tusc3	TUSC3
trmt10a	TRMT10A
lrit3a	LRIT3
chfr	CHFR
eif2b2	EIF2B2
ptafr	PTAFR
gng13b	GNG13
ro60	RO60
pcyox1l	PCYOX1L
lmbrd1	LMBRD1
tyr	TYR
si:dkey-38l22.2	C4orf54
gpm6aa	GPM6A
cln5	CLN5
ccdc191	CCDC191
dab2	DAB2
pde12	PDE12
ralgapa1	RALGAPA1
camkk1a	CAMKK1
dnajb14	DNAJB14
alg6	ALG6
cdk10	CDK10
dnajb4	DNAJB4
mospd2	MOSPD2
eps8l1b	EPS8L1
cdc73	CDC73
ift22	IFT22
SGCZ	SGCZ
hacd4	HACD4
cd79a	CD79A
frmd4bb	FRMD4B
TCERG1	TCERG1
cobl	COBL
golga3	GOLGA3
gmppb	GMPPB
traf7	TRAF7
c9	C9
nherf1a	NHERF1
qtrt2	QTRT2
nox4	NOX1
tmed10	TMED10
p2rx1	P2RX1
luc7l	LUC7L
ola-mir-24b	MIR24-2
ndufaf2	NDUFAF2
luzp1	LUZP1
ola-mir-27a	MIR27A
mir23a-3	MIR23A
uqcrfs1	UQCRFS1
znf362b	ZNF362
grb10b	GRB10
FBXL14	FBXL14
naalad2	FOLH1
naalad2	NAALAD2
gsg1l	GSG1L
gpr143	GPR143
drd3	DRD3
rasl12	RASL12
fam234a	FAM234A
oscp1a	OSCP1
pdlim7	PDLIM7
chmp1a	CHMP1A
arhgap19	ARHGAP19
qser1	QSER1
ercc8	ERCC8
fosab	FOS
kdm1a	KDM1A
atp6v0b	ATP6V0B
LMOD3	LMOD3
gas1b	GAS1
foxd3	FOXD3
B3GALT2	B3GALT2
kbtbd13a	KBTBD13
arl6ip5b	ARL6IP5
slc10a3	SLC10A3
pigu	PIGU
gipc2	GIPC2
adamts9	ADAMTS9
znf276	ZNF276
atg4c	ATG4C
ttc34	TTC34
CLINT1	CLINT1
hars	HARS1
hars	HARS2
lsm10	LSM10
si:ch211-153j24.3	BATF2
tbl1x	TBL1Y
tbl1x	TBL1X
mllt3	MLLT3
psip1a	HDGFL2
slain1a	SLAIN1
yipf4	YIPF4
txndc12	TXNDC12
flnca	FLNC
ddc	DDC
rnf151	RNF151
pdcd7	PDCD7
UBA3	UBA3
jdp2b	JDP2
b4galt2	B4GALT2
cst14a.2	CSTB
snapc3	SNAPC3
abca1a	ABCA1
eva1bb	EVA1B
kank1b	KANK1
prrg4	PRRG4
noxo1a	NOXO1
katnip	KATNIP
elovl7a	ELOVL7
NT5E	NT5E
INSM2	INSM2
exo1	EXO1
RAB37	RAB37
gli2b	GLI2
col9a1b	COL9A1
caskin1	CASKIN1
katnal1	KATNAL1
thrap3b	THRAP3
COX7A2	COX7A2
npffr2b	NPFFR2
psmf1	PSMF1
eif3m	EIF3M
BTF3L4	BTF3L4
GID4	GID4
lrrc51	LRRC51
SLC25A30	SLC25A30
ankle2	ANKLE2
dla	DLL1
TSPAN5	TSPAN5
H2AZ1	H2AZ1
lamtor1	LAMTOR1
tmem268	TMEM268
tmem30b	TMEM30B
cltb	CLTB
them6	THEM6
dnd1	DND1
INHBB	INHBB
zbtb45	ZBTB45
map7d1b	MAP7D1
ANOS1	ANOS1
alas2	ALAS2
mrpl27	MRPL27
SLC4A4	SLC4A4
cox6b1	COX6B2
tmem74b	TMEM74B
zfyve9a	ZFYVE9
filip1b	FILIP1
drc3	DRC3
prorp	PRORP
neu1	NEU1
dync1h1	DYNC1H1
faimb	FAIM
pgam5	PGAM5
TSPAN7	TSPAN7
ednrba	EDNRB
tomt	TOMT
dcun1d3	DCUN1D3
vps9d1	VPS9D1
pde4d	PDE4D
crcp	CRCP
HK1	HK1
gfra3	GFRA3
wdr20b	WDR20
rbl1	RBL1
mid1ip1a	MID1IP1
fam135a	FAM135A
anapc15	ANAPC15
lyrm1	LYRM1
higd2a	HIGD2B
higd2a	HIGD2A
TAFA1	TAFA1
bcor	BCOR
dhx33	DHX33
PRICKLE2	PRICKLE2
agap1	AGAP1
pdzd8	PDZD8
fbxo38	FBXO38
dock7	DOCK7
eme1	EME1
zdhhc8b	ZDHHC8
si:dkey-175m17.6	B3GNT6
folr	FOLR3
folr	FOLR1
folr	IZUMO1R
folr	FOLR2
hsp90aa1.2	HSP90AA1
myom2a	MYOM2
cc2d1b	CC2D1B
mix23	MIX23
slc18a2	SLC18A2
zgc:172136	FRMD1
eef1da	EFCC1
eef1da	EEF1D
RBMS3	RBMS3
mttp	MTTP
med24	MED24
lipeb	LIPE
inppl1a	INPPL1
atp6ap2	ATP6AP2
meaf6	MEAF6
asl	ASL
prrc2a	PRRC2A
ankhd1	ANKHD1
fam162a	FAM162B
vps8	VPS8
c1qbp	C1QBP
mfsd8	MFSD8
kcnk18	KCNK18
kpna1	KPNA1
adam19a	ADAM33
dck	DCK
slc2a9l1	SLC2A7
slc2a9l1	SLC2A3
slc2a9l1	SLC2A14
TOM1L2	TOM1L2
ranbp1	RANBP2
si:ch211-272n13.3	ANKRD26
si:ch211-272n13.3	ANKRD18B
si:ch211-272n13.3	ANKRD30BL
si:ch211-272n13.3	ANKRD30B
si:ch211-272n13.3	ANKRD30A
si:ch211-272n13.3	ANKRD20A1
si:ch211-272n13.3	ANKRD18A
tarbp1	TARBP1
nfascb	NFASC
ppp2r3c	PPP2R3C
rnf103	RNF103
lgi2b	LGI2
prpsap2	PRPSAP2
si:dkey-100n23.3	SENP7
sugt1	SUGT1
lgsn	LGSN
spata2l	SPATA2L
SNORA77B	SNORA77
SNORA77B	SNORA77B
ca4c	CA4
fkbp5	FKBP5
ccdc149b	CCDC149
azi2	AZI2
psmd6	PSMD6
wdr20a	WDR20
trmt2a	TRMT2A
magt1	MAGT1
mpped2a	MPPED2
nanos2	NANOS2
slc35f3b	SLC35F3
aldh3a2b	ALDH3A1
aldh3a2b	ALDH1B1
aldh3a2b	ALDH3B1
skor2	SKOR2
pdf	PDF
CNMD	CNMD
MOK	MOK
ptp4a1	PTP4A1
fam177a1	FAM177A1
impg2a	IMPG2
zdhhc13	ZDHHC13
tat	TAT
atoh8	ATOH8
ppt1	PPT1
srsf3a	SRSF3
sod3b	SOD3
rab3gap1	RAB3GAP1
gbx2	GBX2
atxn7	ATXN7
abi3bpa	ABI3BP
rtn4a	RTN4
phox2a	PHOX2A
vtnb	VTN
vipr1b	VIPR1
col9a1a	COL9A1
CEP128	CEP128
PCDH8	PCDH8
hdhd2	HDHD2
csf3a	CSF3
tmem129	TMEM129
rwdd	RWDD4
dgcr8	DGCR8
pomca	POMC
srrm3	SRRM3
pak1ip1	PAK1IP1
NEMF	NEMF
slc13a2	SLC13A2
c17hxorf38	CXorf38
dhx15	DHX15
kcnk1b	KCNK1
CLPB	CLPB
tfg	TFG
rpl19	RPL19
EML6	EML6
sec13	SEC13
csnk2b	CSNK2B
adcyap1r1a	ADCYAP1R1
unc119a2	UNC119
csrp3	CSRP3
ing2	ING2
rab3c	RAB3C
ttc7b	TTC7B
cap1	CAP1
igbp1	IGBP1C
igbp1	IGBP1
zgc:56622	AKR1C3
zgc:56622	AKR1C1
zgc:56622	AKR1B10
zgc:56622	AKR7A2
zgc:56622	AKR1C8
zgc:56622	AKR1B15
zgc:56622	AKR1C4
zgc:56622	AKR7A3
zgc:56622	AKR1C2
carhsp1	CARHSP1
STAC2	STAC2
lye	SPACA4
jagn1a	JAGN1
mir1306	MIR1306
sec22c	SEC22C
DIO3	DIO3
trub2	TRUB2
col8a1a	COL8A1
srebf1	SREBF1
tango2	TANGO2
e2f8	E2F8
stard10	STARD10
abhd18	ABHD18
catip	CATIP
med1	MED1
naa60	NAA60
mpv17l	MPV17L
thoc7	THOC7
tshr	TSHR
MIR33A	MIR33B
MIR33A	MIR33A
ier3ip1	IER3IP1
rcn1	RCN1
slx1b	SLX1B
slx1b	SLX1A
klhl36	KLHL36
nktr	NKTR
slc22a7b.3	SLC22A7
clic1	CLIC1
rufy1	RUFY1
casp8	CASP12
casp8	CASP4
casp8	CASP5
casp8	CASP14
casp8	PYDC1
casp8	CARD18
casp8	CASP1
casp8	CARD16
plk2b	PLK2
hyls1	HYLS1
rai1	RAI1
dnase1	DNASE1L2
dnase1	DNASE1
katnal2	KATNAL2
zgc:112271	BOLA2
zgc:112271	BOLA2B
crlf3	CRLF3
eci1	ECI1
trarg1b	TRARG1
KLHDC2	KLHDC2
hdhd3	HDHD3
cotl1	COTL1
arvcfb	ARVCF
calm1a	CALM3
calm1a	CALML3
gtf2a1	GTF2A1
ola-mir-22-2	MIR22
tgfa	TGFA
cmss1	CMSS1
slc25a47a	SLC25A47
angpt4	ANGPT4
specc1	SPECC1
fam20ca	FAM20C
viml	VIM
meak7	MEAK7
slc25a29	SLC25A29
slc2a11a	SLC2A11
pole2	POLE2
suz12a	SUZ12
synpra	SYNPR
ches1	FOXN3
pax6b	PAX6
neurod2	NEUROD2
vrtn	VRTN
il1rapl1a	IL1RAPL1
mrpl4	MRPL4
ninj2	NINJ2
SPTBN1	SPTBN1
GNAL	GNAL
sigmar1	SIGMAR1
MIR143	MIR143
nrde2	NRDE2
cox11	COX11
gnpat	GNPAT
fbxo40.1	FBXO40
PNMT	PNMT
enpp6	ENPP6
frem1a	FREM1
kiaa0319l	KIAA0319L
rspry1	RSPRY1
hbegfa	HBEGF
kcnk13b	KCNK13
synpo2b	SYNPO2
ARAP1	ARAP1
pnmt	PNMT
NR0B1	NR0B1
cldnd1a	CLDND1
patz1	PATZ1
tmbim1a	TMBIM1
zbtb49	ZBTB49
galt	GALT
nav2a	NAV2
ddah2	DDAH2
eomesb	EOMES
fsaf1	FSAF1
acy3.2	ACY3
TASL	TASL
LYAR	LYAR
adora2b	ADORA2B
nptx2a	NPTX2
rnaseh2b	RNASEH2B
FAM181B	FAM181B
myoz2b	MYOZ2
cluhb	CLUH
ncdn	NCDN
zswim7	ZSWIM7
rps5	RPS5
tsen54	TSEN54
tcea1	TCEA1
mier3b	MIER3
TRIM67	TRIM67
TMEM128	TMEM128
prcp	PRCP
igsf3	IGSF3
mir145	MIR145
stxbp4	STXBP4
spryd7b	SPRYD7
iqcb1	IQCB1
EIF4ENIF1	EIF4ENIF1
ola-mir-139	MIR139
ncor1	NCOR1
OTOP1	OTOP1
mppe1	MPPE1
cntfr	CNTFR
tfap2e	TFAP2E
ppt2b	PPT2
rab30	RAB30
mcm6	MCM6
ankib1b	ANKIB1
klhdc1	KLHDC1
rpe	RPE
rpe	RPEL1
pigt	PIGT
baiap2l1b	BAIAP2L1
si:dkey-43k4.5	KCNS1
DRD5	DRD5
mir15a-2	MIR15A
trim13	TRIM13
pafah1b1b	PAFAH1B1
cxcr4a	CXCR4
wnk1b	WNK1
csnk1a1	CSNK1A1
ndufc2	NDUFC2
SLC2A9	SLC2A9
si:ch73-256g18.2	SMIM36
rmnd5b	RMND5B
tmem267	TMEM267
kpna3	KPNA3
exoc8	EXOC8
asb3	ASB3
thrsp	THRSP
cul3b	CUL3
usp53b	USP53
tmem104	TMEM104
ACYP2	ACYP2
guca1c	GUCA1C
guca1c	HPCAL4
ackr3a	ACKR3
elac1	ELAC1
C14orf132	C14orf132
WDR1	WDR1
il11ra	IL12RB1
il11ra	IL11RA
il11ra	GHR
il11ra	CRLF2
il11ra	IL2RG
il11ra	OSMR
il11ra	IL27RA
il11ra	IL3RA
il11ra	IL6R
il11ra	IL23R
il11ra	IL13RA1
BDKRB2	BDKRB2
psmb2	PSMB2
clvs2	CLVS2
me2	ME2
znf365	ZNF365
txnrd2.1	TXNRD2
bdkrb1	BDKRB1
phactr3a	PHACTR3
ndufb3	NDUFB3
si:rp71-19m20.1	C10orf88
nqo1	NQO1
arl2bp	ARL2BP
sprtn	SPRTN
zgc:153184	RCSD1
atp6v1h	ATP6V1H
bri3	BRI3
pecr	PECR
si:busm1-57f23.1	CST8
si:busm1-57f23.1	CSTL1
si:busm1-57f23.1	CST5
si:busm1-57f23.1	CST9
si:busm1-57f23.1	CST2
si:busm1-57f23.1	CST4
si:busm1-57f23.1	CST1
si:busm1-57f23.1	CST9L
si:busm1-57f23.1	CST11
pigl	PIGL
pllp	PLLP
n4bp3	N4BP3
cyp26c1	CYP26C1
gucy1b1	GUCY1B1
tecpr1b	TECPR1
smpdl3a	SMPDL3A
elp4	ELP4
cdca5	CDCA5
fam124b	FAM124B
angptl3	ANGPTL3
mlnr	MLNR
ccdc142	CCDC142
htra1b	HTRA1
grin2ca	GRIN2C
cenpv	CENPV
cenpv	CENPVL2
cenpv	CENPVL1
cenpv	CENPVL3
RCBTB1	RCBTB1
plcg2	PLCG2
gpr65	GPR65
rassf6	RASSF6
agpat4	AGPAT4
tcf7l2	TCF7L2
usp1	USP1
fabp7b	FABP7
CLSPN	CLSPN
idh3b	IDH3B
coro1b	CORO1B
mmp28	MMP28
kcnk10b	KCNK10
slbp	SLBP
fam89a	FAM89A
fndc3a	FNDC3A
plekha1b	PLEKHA1
lmtk2	LMTK2
mob1bb	MOB1B
immp1l	IMMP1L
ppp1r3da	PPP1R3D
arv1	ARV1
p2rx5	P2RX5
rbfox3b	RBFOX3
fam217ba	FAM217A
fam217ba	FAM217B
mapk4	MAPK4
anapc13	ANAPC13
pvalb5	OCM
pvalb5	OCM2
kank4	KANK4
csmd3a	CSMD3
limk1b	LIMK1
ago4	AGO4
immt	IMMT
slc22a15	SLC22A9
slc22a15	SLC22A24
slc22a15	SLC22A10
slc22a15	SLC22A25
slc22a15	SLC22A11
spata7	SPATA7
oprk1	OPRK1
abcc10	ABCC10
abcc10	ABCC11
ruvbl2	RUVBL2
crip2l	CRIP2
taf15	TAF15
mt2	MT2A
mt2	MT1H
mt2	MT1G
mt2	MT1B
mt2	MT1X
mt2	MT1F
mt2	MT3
mt2	MT1A
mt2	MT1M
mt2	MT1E
mt2	MT4
mt2	MT1HL1
tnpo1	TNPO1
waplb	WAPL
gnb1l	GNB1L
ttc13	TTC13
steep1	STEEP1
MUSK	MUSK
ttll9	TTLL9
sxph	SRPRB
sxph	TF
cabp2a	CETN2
cabp2a	CALML5
dtx4a	DTX4
chmp5a	CHMP5
ptpn21	PTPN21
ptpra	PTPRA
porb	POR
zgc:171772	RPL37A
sp2	SP2
tbx1	TBX1
nup93	NUP93
anxa6	ANXA6
lingo2a	LINGO2
ppm1kb	PPM1K
zbtb47b	ZBTB47
si:ch211-103n10.5	H1-6
lrp8	LRP8
sirt4	SIRT4
fcho2	FCHO2
psme4a	PSME4
zgc:112163	C1orf74
bag1	BAG1
MPEG1	MPEG1
klhl40b	KLHL40
aimp2	AIMP2
orc2	ORC2
hhatlb	HHATL
ENPP7	ENPP7
nrm	NRM
tmem120ab	TMEM120A
kif11	KIF11
airim	AIRIM
cacng4b	CACNG4
cbx2	CBX2
cxcl14	CXCL14
grid1b	GRID1
cfap410	CFAP410
tomm6	TOMM6
vangl1	VANGL1
dbx1a	DBX1
cdcp1b	CDCP1
tmem174	TMEM174
myom1a	MYOM1
cacng1b	CACNG1
sema4c	SEMA4C
ATP11A	ATP11A
fntb	FNTB
uqcc2	UQCC2
PIEZO2	PIEZO2
gdpd1	GDPD1
msantd1	MSANTD1
nog1	NOG
cdca8	CDCA8
htatip2	HTATIP2
atp5l	ATP5MG
atp5l	ATP5MGL
casq2	CASQ2
gars1	GARS1
fam13b	FAM13B
cfap144	CFAP144P1
cfap144	CFAP144
pkd2	PKD2
gpr179	GPR179
pctp	PCTP
smarcad1a	SMARCAD1
tspo	TSPO2
ankra2	ANKRA2
mrpl45	MRPL45
lpar1	LPAR1
prmt3	PRMT3
ankfn1a	ANKFN1
myom2b	MYOM2
adprs	ADPRS
slc5a3b	SLC5A3
CLEC3B	CLEC3B
dre-mir-138	MIR138-1
rab15	RAB15
tnip1	TNIP1
rcbtb2	RCBTB2
arhgef28a	ARHGEF28
lipt1	LIPT1
ebna1bp2	EBNA1BP2
dop1b	DOP1B
pm20d1.1	PM20D1
ctdspla	CTDSPL
clec11a	CLEC11A
egr2a	EGR2
exosc7	EXOSC7
TMEM100	TMEM100
paqr9	PAQR9
atoh1a	ATOH1
cltca	CLTC
col6a2	COL6A2
adob	ADO
fam98b	FAM98B
npepps	NPEPPS
si:ch73-111k22.4p	C1orf198
mrps17	MRPS17
grid2	GRID2
mmd	MMD
HGFAC	HGFAC
enc1	ENC1
aco1	ACO1
pcdh18a	PCDH18
slc6a5	SLC6A5
vti1a	VTI1A
vill	VILL
hexb	HEXB
thbs2a	THBS2
hlfa	HLF
DOK7	DOK7
lpar6a	LPAR6
kat6a	KAT6A
cct6a	CCT6B
spred1	SPRED1
tmem42b	TMEM42
hsdl1	HSDL1
morc3a	MORC4
morc3a	MORC3
sipa1l1	SIPA1L1
sh3yl1	SH3YL1
zgc:77929	C6orf120
ola-mir-135a-2	MIR135B
mmp15a	MMP15
nek3	NEK3
slc30a6	SLC30A6
tbc1d32	TBC1D32
MRPL21	MRPL21
slc25a19	SLC25A19
col6a1	COL6A1
mfsd4ab	MFSD4A
TMEM125	TMEM125
ap3m2	AP3M2
gpx3	GPX3
gpx3	GPX5
lpin2	LPIN2
PTBP2	PTBP2
hip1	HIP1
gnrh2	GNRH2
zdhhc6	ZDHHC6
foxk2b	FOXK2
OSBPL10	OSBPL10
ccser1	CCSER1
rad21a	RAD21
plcd1a	PLCD1
napepld	NAPEPLD
ADRA2C	ADRA2C
morc3a	MORC4
morc3a	MORC3
NELL1	NELL1
wipf2a	WIPF2
meis2a	MEIS2
stbd1	STBD1
LHFPL6	LHFPL6
klhl3	KLHL3
dctn4	DCTN4
mif4gda	MIF4GD
pcdh10a	PCDH10
sumf2	SUMF2
gfm2	GFM2
trim36	TRIM36
fbxo3	FBXO3
emilin2a	EMILIN2
rnaset2	RNASET2
tet3	TET3
cog6	COG6
abhd11	ABHD11
sox1a	SOX1
SHISA6	SHISA6
yeats4	YEATS4
pcmt	PCMT1
wdr27	WDR27
DLEC1	DLEC1
synpo	SYNPO
coasy	COASY
tor1	TOR1A
tor1	TOR1B
matn4	MATN4
mrps7	MRPS7
tspan17	TSPAN17
adcyap1b	ADCYAP1
STT3B	STT3B
chaf1b	CHAF1B
rgs6	RGS6
crybg2	CRYBG2
arhgef7a	ARHGEF7
elac2	ELAC2
nup43	NUP43
elmo3	ELMO3
cpsf6	CPSF6
ext1a	EXT1
nsa2	NSA2
maea	MAEA
yes1	YES1
cd8b	CD8B
cd8b	CD8B2
sult6b1	SULT6B1
scn12aa	SCN10A
snx7	SNX7
lats1	LATS1
tie1	TIE1
gga3b	GGA3
clul1	CLUL1
aldh16a1	ALDH16A1
pggt1b	PGGT1B
UNC13B	UNC13B
gpr75	GPR75
MAP2K4	MAP2K4
CSMD1	CSMD1
odc1	ODC1
plppr5b	PLPPR5
pus3	PUS3
egfl7	EGFL7
colec12	COLEC12
ctnna1	CTNNA1
zgc:77739	C4orf33
cdin1	CDIN1
thumpd2	THUMPD2
rab10	RAB10
zgc:136929	CTBP1
foxo1a	FOXO1
dcakd	DCAKD
erlec1	ERLEC1
camk2d1	CAMK2D
e2f4	E2F4
cast	CAST
stam	STAM
tgfbr2a	TGFBR2
npffr1l2	NPFFR1
sclt1	SCLT1
lrtm2a	LRTM2
ptrh2	PTRH2
nol8	NOL8
bcl9	BCL9
CCDC112	CCDC112
mpl	IL9R
mpl	MPL
zgc:154077	FERRY3
dph6	DPH6
washc5	WASHC5
cdc6	CDC6
kif3ca	KIF3C
CACNA2D4	CACNA2D4
nol10	NOL10
rbpjl	RBPJL
nup85	NUP85
map4k3b	MAP4K3
spon2b	SPON2
slc25a15a	SLC25A15
plppr4b	PLPPR4
cenpp	CENPP
VMP1	VMP1
ogna	OGN
g3bp2a	G3BP2
rev1	REV1
ccsapa	CCSAP
stoml3a	STOML3
fem1c	FEM1C
vclb	VCL
tmem236	TMEM236
aqr	AQR
aspn	ASPN
ACTA1	ACTA1
wdr48b	WDR48
zgc:77158	SLC45A3
dcp1b	DCP1B
ddah1	DDAH1
dnajc11a	DNAJC11
palmdb	PALMD
fgfrl1a	FGFRL1
FGF6	FGF6
ephx2	EPHX2
anxa14	ANXA8L1
anxa14	ANXA8
anxa14	ANXA9
anxa14	ANXA10
anxa14	ANXA13
lrrtm2	LRRTM2
dre-mir-21-2	MIR21
txndc9	TXNDC9
acp6	ACP6
sncb	SNCB
tmed7	TMED7
ext1c	EXTL1
chrnb3a	CHRNB3
stoml2	STOML2
pcsk1	PCSK1
bcl7bb	BCL7B
SLC7A1	SLC7A1
sco1	SCO1
trdmt1	TRDMT1
uso1	USO1
plaat1l	PLAAT1
ccnd2a	CCND2
ECM2	ECM2
ccn1	CCN1
gja5a	GJA5
tpmt.2	TPMT
arsj	ARSJ
GJD2	GJD2
trmt44	TRMT44
ADK	ADK
mir126b	MIR126
chrna6	CHRNA6
slit3	SLIT3
gorasp1a	GORASP1
ZNHIT6	ZNHIT6
dock3	DOCK3
baz1b	BAZ1B
nup133	NUP133
pigo	PIGO
gja8a	GJA8
ippk	IPPK
agpat2	AGPAT2
rnft1	RNFT1
stxbp6	STXBP6
MAPK8IP1	MAPK8IP1
csrnp1a	CSRNP1
ppp1r36	PPP1R36
rsu1	RSU1
phf24	PHF24
camta1a	CAMTA1
cacna1c	CACNA1C
NRXN1	NRXN1
eomesa	EOMES
cdh13	CDH13
rbbp5	RBBP5
xirp1	XIRP1
atp6v1c2	ATP6V1C2
ell2	ELL2
mrc1b	MRC1
fermt2	FERMT2
sdc2	SDC2
klhl38b	KLHL38
mocs1	MOCS1
gbe1b	GBE1
slc17a5	SLC17A3
slc17a5	SLC17A2
slc17a5	SLC17A5
slc17a5	SLC17A4
slc17a5	SLC17A1
prkab1a	PRKAB1
c1ql3a	C1QL3
glrx	GLRX
ablim2	ABLIM2
med13a	MED13
plag1	PLAG1
gprin1	GPRIN1
dusp27	STYXL2
fbxo32	FBXO32
plscr3b	PLSCR3
plscr3b	PLSCR4
plscr3b	PLSCR2
rnf38	RNF38
mrc1b	MRC1
kat6b	KAT6B
angpt1	ANGPT1
chchd7	CHCHD7
hgh1	HGH1
septin9a	SEPTIN9
rfesd	RFESD
pla2g1b	PLA2G1B
fnbp1b	FNBP1
zgc:65873	C1orf52
mitd1	MITD1
nudt2	NUDT2
napgb	NAPG
arl6ip1	ARL6IP1
phf23b	PHF23
exosc10	EXOSC10
mlycd	MLYCD
daam2	DAAM2
SYDE2	SYDE2
faf2	FAF2
fzd9b	FZD9
taf5l	TAF5L
eef1a1a	EEF1A1
elp5	ELP5
creg2	CREG2
si:dkey-28o19.1	LRRTM4
DNAI3	DNAI3
grk7b	GRK7
prelid3a	PRELID3A
ctdnep1b	CTDNEP1
capn9	CAPN9
nisch	NISCH
dnmt3aa	DNMT3A
pi4k2b	PI4K2B
ubap1	UBAP1
myd88	MYD88
pin4	PIN4
mgat4a	MGAT4A
hk2	HK2
tnnt1	TNNT1
plcd1b	PLCD1
rab12	RAB12
uts2a	UTS2
ddx21	DDX21
chst1	CHST1
ELOVL4	ELOVL4
rnf7	RNF7
ptprk	PTPRK
ddhd1a	DDHD1
SMAD4	SMAD4
srm	SRM
MCOLN3	MCOLN3
tnrc6c1	TNRC6C
rxraa	RXRA
dcaf12	DCAF12
slc35c1	SLC35C1
DUSP13B	DUSP13B
cadm2b	CADM2
cybb	CYBB
plxdc2a	PLXDC2
gps2	GPS2
coro2aa	CORO2A
si:dkey-283j8.1	TMEM255B
SNORA62	SNORA6
cpeb4a	CPEB4
coa5	COA5
anapc2	ANAPC2
slc1a2a	SLC1A2
cubn	CUBN
sdhaf3	SDHAF3
bmp4	BMP4
galnt18a	GALNT18
mtcl3a	MTCL3
myripa	MOBP
myripa	MYRIP
ctdsplb	CTDSPL
rnf25	RNF25
lbh	LBH
pih1d1	PIH1D1
MTCL1	MTCL1
slc22a13b	SLC22A13
RASA2	RASA2
dynlt3	DYNLT3
SAMD8	SAMD8
apip	APIP
zcchc4	ZCCHC4
figla	FIGLA
stab1	STAB1
fstl1b	FSTL1
anp32b	ANP32B
lclat1	LCLAT1
rpa3	RPA3
kif6	KIF6
zgc:162634	PYURF
hsbp1a	HSBP1
masp2	MASP2
cpz	CPZ
DUSP13A	DUSP13A
ackr4a	ACKR4
rwdd2b	RWDD2B
wdr5	WDR5
wdr5	WDR5B
umad1	UMAD1
kat8	KAT8
e2f5	E2F5
ypel5	YPEL5
dffa	DFFA
trmo	TRMO
lrrc4cb	LRRC4C
hhatla	HHATL
COMTD1	COMTD1
STC2	STC2
inpp4aa	INPP4A
EIF5A	EIF5AL1
EIF5A	EIF5A
kcnq5a	KCNQ5
lrrcc1	LRRCC1
glcci1a	GLCCI1
usp16	USP16
lrrc58b	LRRC58
rasef	RASEF
ints2	INTS2
hmx4	HOXA9
btbd10a	BTBD10
csrnp1b	CSRNP1
KCNK16	KCNK16
kcng4a	KCNG4
dvl1a	DVL1
acss2l	ACSM4
acss2l	ACSM2A
acss2l	ACSM2B
acss2l	ACSM1
acss2l	ACSM6
acss2l	ACSM5
hmx1	HMX1
mtcl3a	MTCL2
pex14	PEX14
pde5ab	PDE5A
VDAC2	VDAC2
adra2c	ADRA2C
hsd17b12b	HSD17B12
mpc1	MPC1
ybx2	YBX3
gpr156	GPR156
phf14	PHF14
nkx2.5	NKX2-5
frmd3	FRMD3
ECHDC1	ECHDC1
bach1a	BACH1
lrpap1	LRPAP1
kcnk5a	KCNK5
bmal1a	BMAL1
si:dkey-246g23.4	SLC16A11
ppp1cb	PPP1CB
ZNF503	ZNF503
kifbp	KIFBP
rpgrb	RPGR
RNF146	RNF146
nop56	NOP56
rab3gap2	RAB3GAP2
mdh2	MDH2
mos	MOS
slc35g2b	SLC35G2
klhl40a	KLHL40
bnip1a	BNIP1
kcnma1b	KCNMA1
steap2	STEAP2
ZBTB38	ZBTB38
vps26a	VPS26A
mxra8b	MXRA8
rspo3	RSPO3
nck1b	NCK1
add2	ADD2
SLC2A4	SLC2A4
manea	MANEA
grik1b	GRIK1
col5a1	COL5A1
wfdc1	WFDC1
fut9a	FUT9
dok7b	DOK7
atp6v0e1	ATP6V0E1
auts2a	AUTS2
IDNK	IDNK
nxph1	NXPH1
fut9b	FUT9
aurkaip1	AURKAIP1
sh3gl2a	SH3GL2
slc9a2	SLC9A2
casz1	CASZ1
fut9c	FUT9
bdh1	BDH1
cnrip1b	CNRIP1
gsk3ba	GSK3B
chodl	CHODL
trip12	TRIP12
ttc17	TTC17
krr1	KRR1
SNORD57	SNORD57
